mot;freq
versatiles;0.13
versatilit‚;0.32
verse;6.84
verseau;0.84
versement;2.52
versements;1.55
versent;0.87
verser;7.55
versera;0.42
verserai;0.10
verseraient;0.03
verserais;0.03
verserait;0.06
verseras;0.03
verserez;0.06
verserons;0.03
verseront;0.10
verses;0.03
verset;1.42
versets;1.39
verseur;0.03
verseurs;0.03
verseuse;0.32
verseuses;0.03
versez;1.68
versicolore;0.06
versicolores;0.16
versiculets;0.03
versiez;0.03
versificateur;0.13
versification;0.10
versifie;0.06
versifier;0.03
versifi‚;0.06
versifi‚e;0.06
versifi‚es;0.06
versifi‚s;0.03
version;11.19
versions;2.94
verso;1.74
versoir;0.13
versons;0.10
versos;0.06
verste;0.03
verstes;0.13
versus;0.03
versƒmes;0.03
versƒt;0.06
versŠrent;0.23
vers‚;6.13
vers‚e;1.52
vers‚es;2.16
vers‚s;2.19
vert;63.35
verte;27.26
vertement;0.71
vertes;17.19
vertex;0.84
vertical;7.68
verticale;13.68
verticalement;4.55
verticales;4.87
verticalit‚;0.74
verticalit‚s;0.03
verticaux;4.32
verticille;0.84
verticilles;0.42
verticill‚es;0.03
vertige;16.87
vertiges;2.10
vertigineuse;3.52
vertigineusement;0.87
vertigineuses;0.97
vertigineux;2.84
vertigo;0.06
verts;19.39
vertu;38.94
vertueuse;1.10
vertueusement;0.16
vertueuses;0.52
vertueux;2.06
vertugadin;0.13
vertugadins;0.06
vertus;16.16
vertŠbre;1.03
vertŠbres;2.68
vert‚bral;0.26
vert‚brale;2.84
vert‚brales;0.39
vert‚braux;0.26
vert‚broth‚rapie;0.03
vert‚br‚;0.58
vert‚br‚e;0.13
vert‚br‚es;0.03
vert‚br‚s;4.42
verve;3.06
verveine;1.06
verveines;0.03
vervelle;0.03
verveux;0.13
vesce;0.03
vesces;0.13
vespa;0.29
vespas;0.03
vespasienne;0.06
vespasiennes;0.19
vespertilions;0.03
vespr‚e;0.03
vesp‚ral;0.06
vesp‚rale;0.48
vesp‚rales;0.06
vesp‚raux;0.03
vesse;0.06
vesses;0.13
vessie;1.61
vessies;0.23
vestale;0.48
vestales;0.32
veste;27.68
vestes;3.13
vestiaire;5.71
vestiaires;1.65
vestibulaire;0.16
vestibulaires;0.10
vestibule;7.42
vestibules;0.35
vestige;2.52
vestiges;6.52
vestimentaire;1.00
vestimentaires;0.61
veston;10.26
vestons;0.90
veto;2.06
vetos;0.06
veuf;2.97
veufs;0.74
veuille;8.13
veuillent;1.39
veuilles;0.65
veuillez;5.45
veuillons;0.03
veule;0.94
veulent;34.32
veulerie;1.29
veuleries;0.06
veules;0.35
veut;179.94
veuvage;1.52
veuvages;0.23
veuve;20.26
veuves;4.00
veux;221.71
vexa;0.19
vexai;0.03
vexait;0.26
vexant;0.45
vexante;0.13
vexantes;0.03
vexants;0.03
vexation;0.32
vexations;0.71
vexatoire;0.13
vexatoires;0.06
vexe;0.87
vexent;0.03
vexer;1.55
vexerait;0.19
vexeras;0.03
vexerions;0.03
vexes;0.06
vexez;0.06
vex‚;4.61
vex‚e;1.19
vex‚es;0.06
vex‚s;0.45
via;3.58
viabiliser;0.03
viabilis‚s;0.06
viabilit‚;0.65
viabilit‚s;0.10
viable;2.26
viables;1.29
viaduc;0.68
viaducs;0.23
viager;0.23
viagers;0.06
viagŠre;0.45
viagŠres;0.23
viandasse;0.10
viande;33.84
viander;0.06
viandes;4.68
viandeuse;0.03
viandis;0.03
viandox;0.35
viand‚;0.03
viatique;1.16
vibra;0.45
vibraient;0.35
vibrais;0.10
vibrait;2.97
vibram;0.03
vibrant;3.13
vibrante;2.58
vibrantes;1.16
vibrants;0.42
vibraphone;0.03
vibraphones;0.03
vibrateur;0.16
vibrateurs;0.10
vibratile;0.19
vibratiles;0.13
vibration;9.03
vibrationnelle;0.03
vibrations;8.45
vibrato;0.32
vibratoire;0.84
vibratoires;0.48
vibratos;0.10
vibre;2.77
vibrent;0.77
vibrer;5.29
vibrera;0.03
vibreront;0.03
vibreur;0.06
vibreurs;0.03
vibrion;0.16
vibrionnaient;0.03
vibrionnait;0.06
vibrionnant;0.06
vibrionne;0.03
vibrions;0.10
vibrisses;0.06
vibromasseur;0.03
vibr‚;0.55
vibr‚e;0.03
vibr‚es;0.03
vibr‚s;0.06
vibure;0.32
vicaire;2.45
vicaires;0.26
vicariale;0.03
vicariant;0.03
vicariante;0.03
vicariantes;0.06
vicariat;0.10
vice;16.26
vicelard;0.74
vicelarde;0.39
vicelardes;0.13
vicelards;0.39
vices;3.68
vichy;18.84
vichysme;0.06
vichyssois;0.13
vichyste;0.06
vichystes;0.13
viciaient;0.03
viciation;0.13
viciations;0.03
vicie;0.13
vicient;0.06
vicier;0.13
vicieuse;1.68
vicieusement;0.19
vicieuses;0.58
vicieux;4.81
vicinal;0.26
vicinale;0.03
vicinales;0.13
vicinalit‚;0.06
vicinaux;0.55
vicissitude;0.13
vicissitudes;3.77
vici‚;0.52
vici‚e;0.16
vici‚es;0.06
vici‚s;0.10
vicomte;4.00
vicomtes;0.19
vicomtesse;0.39
vicomtesses;0.03
vicomt‚;0.19
victimaire;0.03
victimaires;0.03
victime;21.68
victimes;13.97
victimologie;0.06
victim‚;0.03
victoire;64.42
victoires;5.52
victoria;13.61
victorias;0.06
victorien;0.39
victorienne;0.81
victoriennes;0.19
victoriens;0.10
victorieuse;3.58
victorieusement;1.77
victorieuses;1.00
victorieux;2.26
victuaille;0.03
victuailles;2.23
vida;4.77
vidage;0.06
vidai;0.58
vidaient;1.03
vidais;0.16
vidait;3.03
vidame;0.03
vidange;2.29
vidanger;0.35
vidanges;0.16
vidangeur;0.03
vidangeurs;0.13
vidangeuses;0.10
vidangez;0.03
vidang‚;0.06
vidant;1.52
vidas;0.03
vide;122.68
videlle;0.03
vident;1.10
vider;9.48
videra;0.10
viderai;0.06
videraient;0.03
viderais;0.03
viderait;0.23
videras;0.03
videront;0.03
vides;31.61
videur;0.39
videurs;0.23
videz;0.32
vidicon;0.16
vidons;0.06
vidures;0.03
vidŠrent;0.65
vid‚;7.68
vid‚e;2.48
vid‚es;1.16
vid‚o;1.26
vid‚s;1.74
vie;711.55
vieil;31.74
vieillard;21.90
vieillarde;0.19
vieillardes;0.23
vieillards;13.13
vieille;147.19
vieillerie;0.58
vieilleries;0.90
vieilles;40.39
vieillesse;12.71
vieillesses;0.06
vieilli;7.23
vieillie;1.45
vieillies;0.29
vieillir;5.35
vieillira;0.23
vieillirai;0.10
vieilliraient;0.03
vieillirait;0.23
vieilliras;0.10
vieillirez;0.03
vieillirons;0.06
vieilliront;0.03
vieillis;1.74
vieillissaient;0.29
vieillissais;0.19
vieillissait;1.39
vieillissant;2.00
vieillissante;0.61
vieillissantes;0.10
vieillissants;0.32
vieillisse;0.13
vieillissement;4.65
vieillissent;0.61
vieillissez;0.06
vieillissiez;0.03
vieillissions;0.03
vieillissons;0.03
vieillit;2.71
vieillot;0.74
vieillots;0.19
vieillotte;0.48
vieillottes;0.16
vielle;0.48
vielles;0.13
vielleux;0.10
viendra;17.39
viendrai;3.58
viendraient;4.06
viendrais;1.39
viendrait;12.61
viendras;2.16
viendrez;2.29
viendriez;0.65
viendrions;0.13
viendrons;0.45
viendront;6.32
vienne;7.26
viennent;59.87
viennes;1.77
viennois;1.52
viennoise;1.16
viennoises;0.35
viens;72.55
vient;182.35
vierge;31.45
vierges;4.55
vies;12.16
vietnamien;0.77
vietnamienne;0.06
vietnamiennes;0.03
vietnamiens;0.45
vieux;257.23
vif;38.00
vifs;7.42
vigie;0.97
vigies;0.16
vigilance;5.52
vigilances;0.13
vigilant;1.48
vigilante;1.32
vigilantes;0.19
vigilants;0.84
vigile;0.48
vigiles;0.39
vigne;11.42
vigneau;0.06
vigneaux;0.06
vigneron;1.87
vigneronne;0.29
vigneronnes;0.03
vignerons;1.81
vignes;9.97
vignette;0.65
vignettes;1.19
vignoble;3.23
vignobles;2.10
vigogne;0.10
vigoureuse;3.68
vigoureusement;4.23
vigoureuses;1.06
vigoureux;7.52
viguerie;0.03
vigueur;27.39
vigueurs;0.03
viguier;0.45
viguiers;0.03
vii;9.03
viking;0.45
vikings;1.00
vil;1.87
vilain;6.35
vilaine;5.13
vilainement;0.23
vilaines;1.29
vilains;1.81
vile;0.61
vilebrequin;2.74
vilebrequins;0.35
vilenie;0.48
vilenies;0.23
viles;0.16
vilipendaient;0.03
vilipendait;0.03
vilipendant;0.03
vilipender;0.13
vilipend‚;0.19
vilipend‚es;0.06
vilipend‚s;0.06
villa;16.97
villafranchien;0.06
village;82.65
villageois;3.03
villageoise;0.90
villageoises;0.48
villages;24.39
villanelle;0.06
villas;5.58
ville;227.16
villes;62.10
villette;2.06
villettes;0.03
villeuse;0.03
villeux;0.03
villosit‚;0.23
villosit‚s;0.39
vill‚giateurs;0.10
vill‚giaturait;0.06
vill‚giaturants;0.03
vill‚giature;1.29
vill‚giatures;0.35
vill‚giatur‚;0.06
vils;0.55
vin;64.97
vina;0.06
vinage;0.03
vinaigrant;0.03
vinaigre;5.00
vinaigrer;0.06
vinaigres;0.23
vinaigrette;0.35
vinaigrier;0.03
vinaigriers;0.13
vinaigr‚;0.06
vinaigr‚e;0.16
vinasse;0.77
vinasses;0.06
vindicatif;0.71
vindicatifs;0.26
vindicative;0.19
vindicativement;0.06
vindicatives;0.06
vindicte;0.84
viner;0.13
vines;0.16
vineuse;0.55
vineuses;0.23
vineux;0.35
vinez;0.03
vingt;189.94
vingtaine;12.16
vingtaines;0.06
vingtiŠme;3.65
vingtiŠmes;0.16
vingts;7.71
vinicole;0.03
vinicoles;0.19
vinification;0.10
viniques;0.06
vinosit‚;0.03
vinrent;7.94
vins;9.90
vinsse;0.10
vinssent;0.74
vinssiez;0.03
vint;53.35
vintage;0.03
vinyle;0.52
vinylique;0.16
vinyliques;0.23
vinylite;0.10
vioc;0.16
viocard;0.06
viocarde;0.23
viocardes;0.10
viocards;0.13
viocque;0.03
viocques;0.06
viocs;0.03
viol;4.03
viola;0.06
violable;0.03
violacer;0.03
violac‚;1.71
violac‚e;1.26
violac‚es;1.13
violac‚s;0.52
violaient;0.16
violait;0.48
violant;0.58
violateur;0.03
violateurs;0.03
violation;2.52
violations;0.32
viola‡ait;0.03
viole;1.48
violemment;13.84
violence;40.71
violences;3.00
violent;15.35
violentaient;0.03
violentait;0.10
violentant;0.06
violente;14.61
violenter;0.35
violentes;6.61
violents;6.23
violent‚;0.03
violent‚e;0.10
violer;3.13
violerai;0.03
violeraient;0.10
violerait;0.13
violeront;0.03
violes;0.16
violet;8.84
violets;3.29
violette;8.45
violettes;5.35
violeur;0.61
violeurs;0.52
violeuses;0.03
violez;0.03
violine;0.13
violines;0.03
violon;8.06
violoncelle;2.10
violoncelles;0.10
violoncelliste;0.03
violoncellistes;0.03
violone;0.03
violoneux;0.23
violoniste;1.13
violonistes;0.42
violons;2.26
viols;0.71
violƒtre;0.26
violƒtres;0.19
viol‚;1.90
viol‚e;2.10
viol‚es;1.16
viol‚s;0.26
vioque;2.48
vioques;0.35
viorne;0.13
viornes;0.10
vipereau;0.06
vipereaux;0.03
vipŠre;2.06
vipŠres;1.26
vip‚rine;0.06
vip‚rines;0.03
vira;0.94
virage;5.94
virages;2.74
virago;0.03
viragos;0.13
virai;0.03
viraient;0.55
virais;0.03
virait;1.29
viral;0.68
virale;2.39
virales;0.94
virant;0.81
viraux;0.13
vire;3.13
virement;0.55
virements;0.77
virent;8.65
virer;3.74
virera;0.06
virerait;0.10
vires;0.19
vireuse;0.06
virevolta;0.06
virevoltaient;0.23
virevoltait;0.16
virevoltant;0.23
virevoltante;0.10
virevoltantes;0.03
virevolte;0.45
virevoltent;0.23
virevolter;0.23
virevoltes;0.16
virevolt‚;0.06
virga;0.03
virgilien;0.13
virgilienne;0.13
virgiliennes;0.03
virgiliens;0.06
virginal;0.81
virginale;0.52
virginalement;0.03
virginales;0.10
virginaux;0.16
virginie;37.03
virginien;0.03
virginiens;0.16
virginit‚;2.35
virginit‚s;0.03
virgule;2.23
virgules;1.13
viride;0.03
viril;2.55
virile;2.16
virilement;0.39
viriles;0.65
virilisait;0.03
virilisant;0.03
virilisante;0.03
virilisantes;0.03
virilisants;0.10
virilisation;0.10
virilise;0.06
viriliser;0.03
virilises;0.03
virilis‚;0.06
virilis‚es;0.03
virilis‚s;0.03
virilit‚;3.32
virilit‚s;0.16
virils;0.74
virola;0.03
virole;0.10
viroles;0.10
virologie;0.32
virologue;0.13
virose;0.06
viroses;0.16
virtualit‚;0.58
virtualit‚s;1.19
virtuel;1.77
virtuelle;1.26
virtuellement;2.03
virtuelles;0.74
virtuels;0.87
virtuose;2.00
virtuoses;0.97
virtuosit‚;3.42
virtuosit‚s;0.06
virulence;1.68
virulent;0.65
virulente;0.65
virulentes;0.32
virulents;0.42
virures;0.06
virus;28.61
virƒt;0.03
virŠrent;0.03
vir‚;3.55
vir‚e;1.97
vir‚es;0.90
vir‚s;0.45
vis;95.48
visa;2.29
visage;270.74
visages;41.87
visagiste;0.13
visai;0.10
visaient;1.65
visais;0.35
visait;3.65
visant;6.45
visas;0.84
viscose;0.39
viscoses;0.03
viscosimŠtres;0.03
viscosit‚;2.61
viscosit‚s;0.06
viscŠre;0.35
viscŠres;2.71
visc‚ral;0.65
visc‚rale;0.94
visc‚rales;0.65
visc‚raux;0.23
visc‚rotonique;0.03
vise;13.03
visent;3.61
viser;3.90
visera;0.23
viserai;0.06
viseraient;0.06
viserais;0.03
viserait;0.26
viseras;0.03
viserons;0.03
viseront;0.06
vises;0.16
viseur;0.81
viseurs;0.13
visez;0.68
visibilit‚;2.32
visibilit‚s;0.03
visible;25.39
visiblement;15.65
visibles;8.39
visigoths;0.06
vision;30.90
visionnaire;1.52
visionnaires;0.55
visionne;0.23
visionner;0.16
visionneuse;0.16
visionneuses;0.03
visionn‚;0.10
visionn‚s;0.03
visions;6.13
visita;1.35
visitai;0.55
visitaient;0.48
visitais;0.32
visitait;1.58
visitandines;0.06
visitant;1.39
visitation;0.77
visitations;0.10
visite;52.90
visitent;0.55
visiter;14.29
visitera;0.06
visiterai;0.06
visiteraient;0.03
visiterait;0.19
visiteras;0.06
visiterez;0.16
visiterons;0.13
visiteront;0.06
visites;14.87
visiteur;11.26
visiteurs;12.26
visiteuse;1.65
visiteuses;0.52
visitez;0.55
visitiez;0.03
visitions;0.32
visitons;0.26
visitƒmes;0.23
visitƒt;0.16
visitŠrent;0.42
visit‚;4.45
visit‚e;0.87
visit‚es;0.48
visit‚s;1.00
visiŠre;4.58
visiŠres;0.52
vison;1.29
visons;0.68
visqueuse;1.55
visqueuses;0.58
visqueux;2.48
vissa;0.29
vissage;0.03
vissages;0.03
vissaient;0.03
vissait;0.32
vissant;0.19
visse;0.35
vissent;0.16
visser;0.55
visserait;0.03
vissŠrent;0.03
viss‚;1.55
viss‚e;0.55
viss‚es;0.42
viss‚s;0.55
visualisaient;0.03
visualisant;0.03
visualisation;0.10
visualise;0.10
visualiser;0.16
visualises;0.03
visualis‚;0.10
visualis‚e;0.03
visualis‚s;0.03
visuel;4.87
visuelle;4.61
visuellement;0.39
visuelles;2.87
visuels;1.48
visƒt;0.03
visŠrent;0.03
vis‚;4.13
vis‚e;3.65
vis‚es;2.74
vis‚s;2.87
vit;97.71
vitac‚es;0.10
vitae;0.84
vital;6.71
vitale;5.97
vitalement;0.26
vitales;2.42
vitalise;0.03
vitaliser;0.10
vitalisme;0.58
vitaliste;0.23
vitalistes;0.42
vitalis‚e;0.03
vitalit‚;7.48
vitamine;6.61
vitaminer;0.03
vitamines;3.84
vitaminique;0.19
vitaminiques;0.13
vitaminologie;0.10
vitaminoth‚rapie;0.03
vitamin‚;0.03
vitamin‚e;0.10
vitamin‚es;0.03
vitamin‚s;0.10
vitaux;2.06
vite;221.00
vitellin;0.06
vitellogenŠse;0.03
vitellus;0.23
vitement;0.03
vitesse;86.48
vitesses;16.45
viticole;1.35
viticoles;0.68
viticulteur;0.68
viticulteurs;0.81
viticulture;2.13
vitiligo;0.06
vitrage;0.42
vitrages;0.45
vitrail;2.29
vitrauphanie;0.03
vitraux;2.74
vitre;22.68
vitrerie;0.03
vitres;19.52
vitreuse;0.48
vitreuses;0.16
vitreux;2.84
vitrier;0.45
vitriers;0.06
vitrifia;0.03
vitrifiable;0.06
vitrifiables;0.03
vitrifiant;0.03
vitrification;0.19
vitrifie;0.06
vitrifient;0.03
vitrifier;0.06
vitrifi‚;0.48
vitrifi‚e;0.23
vitrifi‚es;0.06
vitrifi‚s;0.10
vitrinas;0.06
vitrine;11.42
vitrines;8.81
vitriol;0.77
vitriolais;0.03
vitrioleurs;0.03
vitriolique;0.03
vitriols;0.03
vitriol‚;0.10
vitr‚;1.52
vitr‚e;7.68
vitr‚es;1.81
vitr‚s;0.52
vits;0.06
vitupŠre;0.06
vitupŠrent;0.10
vitup‚raient;0.03
vitup‚rait;0.23
vitup‚rant;0.13
vitup‚rations;0.03
vitup‚rer;0.23
vitup‚r‚;0.03
vivable;0.71
vivables;0.13
vivace;3.00
vivaces;0.90
vivacit‚;5.74
vivacit‚s;0.03
vivaient;10.00
vivais;6.13
vivait;30.71
vivandiers;0.06
vivandiŠre;0.10
vivandiŠres;0.03
vivant;60.84
vivante;30.10
vivantes;10.35
vivants;31.87
vivarium;0.26
vivariums;0.03
vivat;0.13
vivats;0.94
vive;37.94
vivement;19.61
vivent;20.58
vives;13.16
viveur;0.16
viveurs;0.06
vivez;1.94
vivier;0.81
viviers;0.26
viviez;0.48
vivifiaient;0.03
vivifiait;0.13
vivifiant;1.00
vivifiante;0.52
vivifiantes;0.06
vivifiants;0.10
vivificateur;0.03
vivification;0.06
vivifie;0.45
vivifient;0.03
vivifier;0.32
vivifiez;0.03
vivifi‚;0.10
vivifi‚e;0.26
vivifi‚es;0.13
vivifi‚s;0.06
vivions;4.19
vivipares;0.16
viviparit‚;0.03
vivisection;0.16
vivisections;0.16
vivons;7.94
vivota;0.03
vivotaient;0.06
vivotais;0.03
vivotait;0.26
vivotant;0.13
vivote;0.19
vivotent;0.03
vivoter;0.13
vivotŠrent;0.03
vivra;2.29
vivrai;1.19
vivraient;0.45
vivrais;0.84
vivrait;1.84
vivras;0.29
vivre;138.97
vivres;4.81
vivrez;0.29
vivriers;0.03
vivriez;0.03
vivrions;0.03
vivriŠre;0.16
vivriŠres;0.35
vivrons;1.06
vivront;0.48
vizir;3.39
vizirat;0.06
vizirs;0.48
vlan;1.74
vlouf;0.26
vocable;3.58
vocables;1.61
vocabulaire;16.97
vocabulaires;0.29
vocal;1.19
vocale;1.26
vocalement;0.10
vocales;1.68
vocalique;0.26
vocaliques;0.03
vocalisait;0.06
vocalisant;0.03
vocalisation;0.06
vocalisations;0.06
vocalise;0.26
vocaliser;0.03
vocalises;0.77
vocaliste;0.03
vocatif;0.10
vocatifs;0.06
vocation;23.84
vocations;2.29
vocaux;0.48
vocifŠre;0.39
vocifŠrent;0.06
vocif‚ra;0.26
vocif‚rai;0.03
vocif‚raient;0.06
vocif‚rais;0.06
vocif‚rait;0.32
vocif‚rant;0.58
vocif‚rante;0.06
vocif‚rantes;0.16
vocif‚rants;0.13
vocif‚rateur;0.03
vocif‚ration;0.06
vocif‚rations;1.00
vocif‚rer;0.26
vocif‚r‚s;0.03
voc‚ratrices;0.03
vodka;3.81
vodkas;0.03
vodou;0.19
vodous;0.10
voeu;8.74
voeux;8.90
vogua;0.06
voguaient;0.06
voguait;0.68
voguant;0.29
vogue;8.52
voguent;0.39
voguer;0.61
voguera;0.03
voguerait;0.03
voguerions;0.03
voguerons;0.06
vogues;0.06
voguez;0.03
voguions;0.19
voguons;0.06
voguƒmes;0.03
voguŠrent;0.06
vogu‚;0.19
voici;94.00
voie;103.52
voient;18.90
voies;40.52
voila;0.65
voilage;0.13
voilages;0.26
voilaient;0.45
voilais;0.03
voilait;0.77
voilant;0.42
voile;25.48
voilement;0.03
voilent;0.29
voiler;1.29
voilera;0.03
voiles;12.10
voilette;1.55
voilettes;0.26
voilez;0.03
voilier;2.23
voiliers;2.03
voilons;0.06
voilure;0.97
voilures;0.19
voil…;207.58
voilŠrent;0.03
voil‚;2.61
voil‚e;2.77
voil‚es;1.77
voil‚s;1.13
voir;479.94
voire;29.45
voirie;2.77
voiries;0.26
vois;144.90
voisin;31.87
voisinage;18.29
voisinages;0.26
voisinaient;0.71
voisinait;0.45
voisinant;0.35
voisine;29.00
voisinent;1.03
voisiner;0.42
voisines;16.58
voisins;34.32
voit;156.65
voituraient;0.03
voiturait;0.03
voiture;123.13
voiturer;0.06
voitureront;0.03
voitures;44.65
voiturette;0.32
voiturettes;0.29
voiturier;0.23
voituriers;0.35
voiturin;0.03
voitur‚;0.03
voix;366.52
vol;33.23
vola;1.10
volage;1.19
volages;0.10
volai;0.13
volaient;2.84
volaille;3.13
volailler;0.03
volaillers;0.13
volailles;2.94
volais;0.61
volait;3.52
volant;26.81
volante;1.58
volantes;2.00
volants;4.26
volant‚;0.03
volant‚e;0.06
volapk;0.06
volassent;0.03
volateurs;0.03
volatil;0.90
volatile;1.19
volatiles;1.10
volatilisa;0.06
volatilisaient;0.06
volatilisait;0.06
volatilisant;0.03
volatilisation;0.23
volatilise;0.23
volatilisent;0.16
volatiliser;0.29
volatilis‚;0.45
volatilis‚e;0.32
volatilis‚es;0.13
volatilis‚s;0.26
volatilit‚;0.06
volatils;0.58
volcan;2.71
volcanique;1.03
volcaniques;1.13
volcanisme;0.19
volcanologie;0.03
volcans;2.23
vole;8.06
volent;3.77
voler;15.97
volera;0.35
volerai;0.03
voleraient;0.03
volerais;0.03
volerait;0.35
volerez;0.03
voleront;0.23
voles;0.32
volet;5.03
voleta;0.10
voletaient;0.94
voletait;0.65
voletant;0.90
voletante;0.13
voletantes;0.10
voleter;0.65
volets;19.65
volette;0.26
volettent;0.42
voleur;8.39
voleurs;7.06
voleuse;3.06
voleuses;0.23
volez;0.19
voliez;0.03
volige;0.06
voligeage;0.06
voliges;0.23
volions;0.10
volis;0.06
volitif;0.03
volitifs;0.03
volition;0.45
volitions;0.19
volitive;0.03
volitives;0.03
voliŠre;1.68
voliŠres;0.13
volley;0.81
volleyeur;0.06
volleyeurs;0.03
volnay;0.10
volons;0.23
volontaire;13.68
volontairement;10.06
volontaires;9.26
volontariat;0.32
volontarisme;0.29
volontariste;0.35
volontaristes;0.03
volontiers;36.35
volont‚;82.32
volont‚s;6.42
vols;5.23
volt;0.06
volta;2.58
voltage;0.71
voltages;0.03
voltaient;0.03
voltaire;16.58
voltaires;0.03
voltairianisme;0.03
voltairien;0.13
voltairienne;0.13
voltairiens;0.03
voltamŠtre;0.10
volta‹que;0.16
volta‹ques;0.13
volte;2.58
volter;0.06
voltes;0.35
voltige;1.55
voltigea;0.16
voltigeaient;0.71
voltigeait;0.13
voltigeant;0.32
voltigeantes;0.10
voltigeants;0.13
voltigement;0.03
voltigent;0.29
voltiger;0.48
voltigeront;0.06
voltiges;0.10
voltigeur;1.23
voltigeurs;1.52
voltigŠrent;0.16
voltig‚;0.03
voltmŠtre;0.06
voltmŠtres;0.03
volts;2.19
volubile;1.94
volubilement;0.35
volubiles;0.48
volubilis;0.90
volubilit‚;0.94
volume;47.77
volumes;17.00
volumineuse;1.81
volumineuses;0.90
volumineux;4.39
volumique;0.16
volum‚trique;0.10
volum‚triques;0.32
voluptueuse;1.52
voluptueusement;1.90
voluptueuses;0.61
voluptueux;2.94
volupt‚;6.32
volupt‚s;0.84
volute;0.35
volutent;0.03
volutes;4.16
volvaires;0.03
volve;0.03
volvox;0.03
volvulus;0.03
volvul‚e;0.03
volƒt;0.06
volŠrent;0.42
vol‚;12.42
vol‚e;11.19
vol‚es;2.06
vol‚s;1.87
vomi;2.26
vomie;0.19
vomies;0.06
vomique;0.10
vomir;6.00
vomira;0.06
vomirai;0.03
vomirais;0.03
vomirait;0.10
vomiras;0.03
vomirent;0.03
vomiront;0.03
vomis;0.48
vomissaient;0.23
vomissais;0.13
vomissait;1.16
vomissant;0.61
vomisse;0.16
vomissement;0.81
vomissements;3.10
vomissent;0.23
vomissez;0.03
vomissions;0.06
vomissure;0.16
vomissures;0.42
vomit;1.74
vomitif;0.13
vomitifs;0.06
vomitives;0.06
vomitoires;0.06
vont;97.71
vopo;0.03
vopos;0.26
vorace;1.71
voracement;0.48
voraces;0.90
voracit‚;1.06
vorges;0.06
vortex;0.10
vos;120.90
vosgien;0.10
vosgienne;0.06
vosgiennes;0.06
vosgiens;0.03
vota;0.61
votaient;0.35
votait;0.68
votant;0.26
votants;0.74
votation;0.13
vote;22.16
votent;1.03
voter;5.16
votera;0.13
voteraient;0.13
voterait;0.06
voterez;0.06
voterons;0.03
voteront;0.06
votes;4.03
votif;0.13
votifs;0.06
votions;0.03
votive;0.45
votives;0.26
votons;0.06
votre;276.90
votƒmes;0.03
votŠrent;0.26
vot‚;2.90
vot‚e;1.68
vot‚es;0.87
vot‚s;1.16
voua;0.32
vouai;0.03
vouaient;0.29
vouais;0.19
vouait;1.13
vouant;0.13
vouchers;0.03
voudra;9.52
voudrai;0.97
voudraient;5.52
voudrais;57.06
voudrait;30.03
voudras;5.74
voudrez;6.58
voudriez;2.94
voudrions;2.87
voudrons;0.23
voudront;2.39
voue;1.29
vouent;0.26
vouer;2.13
vouera;0.06
voueraient;0.03
vouerait;0.03
voueront;0.03
vouge;0.13
vouivre;1.52
vouivres;0.06
voulaient;19.06
voulais;57.52
voulait;128.35
voulant;12.39
voulez;69.45
vouliez;3.81
voulions;4.58
vouloir;60.71
vouloirs;0.19
voulons;12.77
voulu;117.42
voulue;5.48
voulues;1.61
voulurent;2.16
voulus;4.71
voulusse;0.16
voulussent;0.29
voulut;21.52
voul–mes;0.03
voul–t;2.13
voul–tes;0.03
vouons;0.10
vous;2476.68
vousoyait;0.03
vousoyez;0.03
voussoie;0.03
voussoiement;0.16
voussoient;0.03
voussoirs;0.03
voussoyait;0.06
voussoyer;0.10
voussure;0.26
voussures;0.16
vouvoie;0.06
vouvoiement;0.23
vouvoiements;0.03
vouvoient;0.03
vouvoies;0.03
vouvoya;0.03
vouvoyaient;0.03
vouvoyait;0.39
vouvoyant;0.06
vouvoyer;0.03
vouvray;0.19
vouƒmes;0.03
vouŠrent;0.19
vou‚;4.84
vou‚e;3.55
vou‚es;1.06
vou‚s;2.26
voyage;79.65
voyagea;0.45
voyageaient;0.94
voyageais;0.32
voyageait;1.97
voyageant;0.84
voyageassent;0.03
voyagent;1.45
voyageons;0.16
voyager;6.23
voyagerai;0.03
voyagerais;0.03
voyagerait;0.19
voyageras;0.03
voyagerons;0.06
voyages;27.42
voyageur;17.10
voyageurs;22.71
voyageuse;0.97
voyageuses;0.42
voyagez;0.13
voyagions;0.16
voyagŠrent;0.06
voyag‚;2.94
voyaient;13.03
voyais;45.77
voyait;97.71
voyance;1.00
voyances;0.06
voyant;30.10
voyante;2.65
voyantes;0.97
voyants;2.19
voyelle;0.71
voyelles;1.87
voyer;0.13
voyeur;1.55
voyeurisme;0.29
voyeurs;0.68
voyeuse;0.10
voyeuses;0.03
voyez;52.68
voyiez;1.19
voyions;2.35
voyons;36.19
voyou;7.55
voyoucratie;0.13
voyous;5.48
voyouterie;0.16
vo‹vode;0.03
vo–ta;0.10
vo–taient;0.06
vo–tains;0.03
vo–tait;0.26
vo–tant;0.13
vo–te;14.13
vo–tent;0.13
vo–ter;0.16
vo–tes;5.58
vo–tƒt;0.03
vo–tŠrent;0.06
vo–t‚;4.35
vo–t‚e;1.90
vo–t‚es;0.87
vo–t‚s;0.61
vrac;3.87
VRAI;252.58
vraie;58.10
vraies;13.35
vraiment;180.13
vrais;21.87
vraisemblable;7.29
vraisemblablement;9.16
vraisemblables;0.81
vraisemblance;4.39
vraisemblances;0.13
